USERID,n_azioni,n_attivita_distinte,n_giorni_attivi,durata_giorni,feature0_media,feature1_media,feature2_media,feature3_media,ABBANDONO
428,150,61,14,28.397,-0.203,0.379,-0.087,-0.058,0
429,33,11,4,10.359,0.293,-0.436,-0.015,-0.019,1
430,30,16,3,18.06,-0.23,0.073,0.007,-0.047,1
431,98,37,10,22.013,-0.086,-0.176,0.005,-0.063,1
432,10,4,1,0.038,-0.32,0.328,-0.044,-0.067,1
433,94,37,9,25.344,-0.091,-0.3,0.144,0.005,0
434,27,12,5,14.886,-0.32,-0.153,0.162,0.081,1
435,92,36,12,23.093,-0.056,0.173,-0.067,-0.056,1
436,6,4,2,5.23,0.579,-0.436,-0.144,-0.067,1
437,74,45,8,25.497,-0.047,0.286,-0.083,-0.016,0
438,13,7,2,4.323,-0.32,-0.436,0.299,-0.052,1
439,154,62,8,24.469,0.135,-0.122,-0.01,-0.006,0
440,15,8,3,2.374,-0.32,-0.266,0.073,-0.067,1
441,125,73,8,28.13,0.316,-0.09,-0.066,-0.032,0
442,21,10,2,0.169,0.065,-0.436,0.059,-0.0,1
443,223,74,8,23.018,0.478,0.055,-0.12,-0.028,0
444,112,47,15,26.275,-0.127,0.2,-0.054,-0.044,0
445,39,28,9,21.608,-0.251,-0.24,0.055,-0.031,0
446,125,45,7,26.33,-0.061,-0.354,0.055,-0.016,1
447,28,15,3,9.062,-0.079,0.11,-0.072,-0.046,1
448,42,23,4,7.027,-0.127,0.17,0.059,0.033,1
449,57,28,12,28.228,-0.225,-0.168,0.089,0.077,1
450,22,17,3,1.353,-0.197,0.143,-0.053,-0.067,1
451,23,14,2,0.05,0.032,0.228,-0.133,-0.067,1
452,109,53,10,25.009,-0.209,-0.016,-0.008,-0.038,0
453,57,23,7,22.898,-0.107,0.189,-0.016,-0.053,1
454,16,9,2,26.223,-0.32,-0.277,0.075,-0.067,1
455,205,68,8,26.923,0.002,-0.001,0.029,-0.012,0
456,40,21,5,16.43,-0.151,-0.308,0.082,-0.057,1
457,106,26,10,18.867,-0.295,0.308,-0.049,-0.067,1
458,51,19,7,20.383,-0.135,0.163,-0.05,-0.063,0
459,152,54,6,28.402,-0.054,0.083,-0.065,-0.067,0
460,5,5,1,0.0,-0.32,0.073,0.007,-0.067,1
461,82,34,9,28.36,0.042,0.123,-0.095,-0.055,0
462,157,74,10,25.366,0.161,0.067,-0.081,-0.046,0
463,85,46,7,28.16,-0.003,0.283,-0.105,-0.051,1
464,148,55,8,25.026,-0.074,0.252,-0.049,-0.017,0
465,107,38,10,28.282,-0.081,-0.174,0.065,-0.037,0
466,116,43,7,14.148,-0.134,0.244,-0.049,-0.019,0
467,12,6,3,6.366,-0.32,0.2,-0.018,-0.067,1
468,219,66,17,25.163,-0.025,0.215,-0.069,-0.037,0
469,139,63,9,28.383,-0.116,-0.015,-0.001,-0.038,0
470,195,70,15,27.885,0.067,-0.07,-0.019,-0.003,0
471,140,51,7,25.522,0.133,0.055,0.053,0.095,0
472,91,50,10,27.323,0.199,-0.324,0.002,-0.021,0
473,72,35,5,22.176,-0.283,0.024,0.058,-0.017,1
474,5,4,1,0.005,-0.32,-0.436,0.107,-0.067,1
475,58,17,4,19.284,0.005,0.003,-0.014,-0.019,1
476,52,30,6,13.171,-0.061,0.347,-0.096,-0.021,0
477,94,13,5,12.87,-0.263,-0.246,0.075,-0.042,1
478,6,4,2,0.322,-0.32,-0.012,0.023,-0.067,1
479,261,55,25,27.567,-0.072,0.11,-0.043,0.05,0
480,13,9,4,17.391,-0.113,0.347,-0.047,-0.067,1
481,102,61,11,26.909,-0.056,0.313,-0.09,-0.014,0
482,9,7,2,0.288,-0.32,-0.436,0.329,0.022,1
483,118,64,6,27.363,-0.012,0.103,-0.042,-0.037,1
484,15,6,3,4.0,0.039,-0.436,0.04,0.013,1
485,12,8,1,0.003,-0.32,-0.436,0.19,-0.017,1
486,7,4,1,0.001,-0.32,-0.436,0.107,-0.067,0
487,107,28,9,24.783,0.033,-0.436,0.06,0.056,0
488,152,86,6,28.286,0.443,0.234,-0.124,0.055,0
489,7,4,3,1.25,-0.32,0.291,-0.036,-0.067,1
490,8,6,3,8.978,0.017,-0.436,-0.018,-0.067,1
491,5,4,1,0.001,-0.32,0.073,0.007,-0.067,1
492,6,6,1,0.002,-0.32,-0.012,0.023,-0.067,0
493,94,61,7,28.354,-0.076,0.322,-0.106,-0.054,0
494,7,3,2,0.937,-0.32,-0.436,0.107,-0.067,1
495,4,2,2,0.028,-0.32,-0.436,0.107,-0.067,1
496,222,76,20,27.278,0.202,-0.023,-0.053,-0.028,0
497,19,9,3,6.011,0.035,0.1,-0.051,0.133,0
498,56,15,3,1.155,-0.176,0.428,-0.072,0.019,1
499,31,19,5,17.975,-0.233,0.221,-0.023,-0.067,0
500,38,11,6,14.432,-0.249,-0.369,0.12,-0.046,0
501,79,43,11,25.118,0.209,-0.178,-0.052,-0.042,0
502,20,8,2,0.361,-0.32,0.582,-0.044,-0.067,1
503,22,16,2,14.232,0.477,-0.32,-0.075,0.033,0
504,161,37,9,28.251,-0.077,-0.341,0.104,-0.035,0
505,229,73,11,28.124,0.157,0.264,-0.086,-0.003,0
506,160,58,14,25.034,0.084,-0.34,0.007,-0.027,0
507,29,9,5,12.353,0.145,-0.348,0.055,-0.033,1
508,94,50,9,28.098,0.497,0.052,-0.117,0.01,0
509,59,16,5,16.381,-0.0,-0.306,-0.004,-0.057,0
510,152,58,11,25.302,0.363,-0.285,-0.032,0.038,0
511,48,16,4,6.076,-0.123,0.094,-0.029,-0.034,1
512,4,3,2,0.048,-0.32,-0.436,0.107,-0.067,1
513,184,64,11,27.269,-0.1,0.311,-0.087,-0.053,0
514,10,5,3,27.057,-0.32,0.073,0.007,-0.067,0
515,7,7,2,0.042,-0.32,0.291,-0.036,-0.067,1
516,6,6,1,0.009,-0.32,-0.012,0.023,-0.067,1
517,14,5,3,1.476,-0.32,-0.254,0.143,-0.01,1
518,14,7,3,3.43,-0.32,0.11,0.071,-0.024,1
519,50,22,5,26.888,0.084,-0.029,-0.084,-0.047,1
520,115,52,7,26.508,0.102,-0.391,0.068,0.259,0
521,145,70,14,26.229,0.154,0.021,0.02,0.053,0
522,20,12,4,7.988,-0.05,0.2,-0.069,-0.037,1
523,79,34,8,23.39,0.141,0.337,-0.122,-0.027,0
524,169,75,13,27.393,0.31,0.106,-0.104,-0.002,0
525,179,68,8,21.122,0.154,0.275,-0.092,-0.022,0
526,23,13,2,13.319,0.032,-0.325,0.063,0.194,1
527,88,57,7,20.823,-0.228,0.403,-0.07,-0.067,0
528,65,29,7,26.893,-0.071,-0.436,0.076,0.041,0
529,5,3,1,0.007,-0.32,0.073,0.107,0.013,1
530,287,74,20,28.136,-0.066,-0.143,0.03,-0.018,0
531,39,17,4,20.946,0.026,-0.305,0.043,0.082,1
532,80,34,7,22.113,-0.067,-0.086,0.038,-0.005,1
533,5,4,1,0.001,-0.32,-0.436,0.107,-0.067,1
534,31,11,2,2.971,0.115,0.221,-0.119,-0.035,1
535,6,4,1,0.009,-0.32,-0.012,0.023,-0.067,1
536,4,2,1,0.0,-0.32,-0.436,0.107,-0.067,1
537,29,10,4,18.018,-0.32,0.266,-0.031,-0.067,1
538,18,10,1,0.293,-0.32,-0.012,0.023,-0.067,1
539,126,42,8,21.898,-0.085,-0.254,0.115,-0.016,0
540,191,51,11,28.157,-0.136,0.017,0.07,-0.011,1
541,91,47,7,27.955,-0.157,-0.072,0.008,-0.043,0
542,12,3,4,13.156,-0.32,-0.436,0.107,-0.067,1
543,163,66,8,28.406,0.003,0.267,-0.102,-0.059,0
544,6,6,1,0.019,-0.32,-0.012,0.023,-0.067,1
545,8,6,1,0.002,-0.32,0.2,0.107,-0.017,1
546,103,36,10,24.08,-0.241,-0.065,0.121,-0.038,0
547,111,45,8,23.394,0.117,-0.092,-0.042,0.019,1
548,72,32,5,16.181,0.916,-0.294,-0.053,0.092,0
549,32,10,4,18.362,-0.32,-0.197,0.075,-0.055,1
550,40,18,6,12.075,-0.118,-0.372,0.057,-0.062,1
551,6,4,2,3.355,-0.32,-0.012,0.023,-0.067,1
552,143,49,15,28.265,0.048,-0.115,0.047,-0.001,0
553,12,8,2,1.289,-0.32,-0.012,0.065,-0.0,1
554,193,75,7,23.102,0.183,0.184,-0.085,-0.027,0
555,9,5,1,0.021,-0.32,-0.436,0.107,-0.067,1
556,139,36,14,26.978,-0.213,0.223,-0.052,-0.049,0
557,22,10,4,6.242,-0.32,0.143,-0.007,-0.067,1
558,128,53,12,28.335,0.207,0.041,-0.015,0.039,0
559,37,17,4,5.89,-0.065,0.114,-0.042,-0.013,1
560,97,36,8,25.977,-0.098,0.194,-0.059,-0.051,1
561,4,2,2,4.092,-0.32,-0.436,0.107,-0.067,1
562,19,11,2,2.34,-0.32,0.234,-0.025,-0.067,1
563,38,16,7,9.947,-0.214,-0.168,0.041,0.012,1
564,54,22,7,12.028,-0.22,0.365,-0.07,-0.056,1
565,44,34,6,27.984,-0.167,0.143,-0.03,-0.035,0
566,9,6,2,9.371,-0.32,-0.153,0.051,-0.067,1
567,81,38,6,27.358,-0.07,-0.341,0.039,-0.038,0
568,98,40,10,26.987,-0.072,-0.358,0.143,0.127,0
569,127,49,8,26.221,-0.086,0.105,-0.047,-0.034,0
570,185,67,23,27.994,0.066,-0.408,0.039,-0.033,0
571,13,7,1,0.142,-0.32,0.151,-0.009,-0.067,1
572,140,57,18,28.029,-0.099,-0.254,0.092,0.05,0
573,292,74,14,28.092,-0.098,0.261,-0.029,-0.006,0
574,171,59,10,27.971,0.208,-0.168,0.004,-0.014,0
575,156,65,9,28.003,0.069,-0.224,0.02,-0.006,0
576,82,32,9,25.352,-0.057,-0.125,0.003,-0.06,0
577,89,41,5,28.23,0.013,0.165,-0.09,-0.056,0
578,55,14,5,17.137,-0.099,0.119,-0.03,0.013,1
579,8,3,1,0.002,-0.32,-0.436,0.107,-0.067,1
580,145,47,10,28.381,0.024,-0.208,0.027,0.001,0
581,70,31,9,26.083,-0.147,-0.363,0.057,-0.027,0
582,10,8,1,0.029,-0.32,0.073,0.057,-0.067,1
583,54,28,6,11.075,-0.17,0.271,-0.07,-0.056,1
584,370,61,13,24.32,-0.174,-0.374,0.137,-0.036,0
585,177,54,11,28.217,-0.008,-0.278,0.002,-0.051,0
586,89,47,6,26.332,0.104,0.079,-0.056,-0.002,0
587,22,11,2,0.996,0.415,-0.436,0.016,0.051,1
588,173,61,16,26.131,0.194,-0.274,-0.003,0.008,0
589,101,33,10,23.867,0.241,-0.133,-0.052,-0.028,0
590,8,7,1,0.226,-0.32,-0.436,0.107,-0.067,1
591,243,83,15,28.314,-0.043,0.067,-0.042,-0.041,0
592,13,9,1,0.033,0.095,-0.436,-0.009,-0.067,1
593,117,58,7,27.032,0.199,0.086,-0.094,0.015,0
594,4,3,1,0.001,-0.32,-0.436,0.107,-0.067,1
595,55,29,4,24.04,0.244,-0.019,-0.057,0.028,1
596,115,49,10,23.899,0.008,-0.303,0.041,-0.02,0
597,197,67,13,27.149,-0.06,0.094,-0.033,-0.039,0
598,127,50,6,23.021,0.211,0.005,-0.055,0.015,0
599,155,64,7,22.298,0.158,0.024,-0.039,0.005,0
600,58,29,9,15.279,-0.041,0.047,-0.031,0.036,0
601,58,29,5,10.784,-0.111,0.266,-0.075,-0.06,1
602,27,15,5,24.941,1.178,-0.436,-0.042,-0.023,0
603,13,7,1,0.018,-0.32,0.347,0.03,-0.021,1
604,65,26,8,26.013,-0.071,-0.318,0.022,-0.046,0
605,13,7,2,4.104,-0.32,-0.044,0.068,-0.021,1
606,188,76,13,28.352,0.024,0.011,-0.048,-0.013,0
607,107,40,9,21.261,-0.32,0.04,0.022,-0.058,1
608,9,6,3,28.401,-0.32,-0.153,0.051,-0.067,0
609,74,16,7,8.932,-0.192,-0.229,0.1,0.066,1
610,18,6,3,11.011,-0.32,-0.436,0.302,-0.067,1
611,180,50,17,27.222,-0.215,-0.167,0.04,-0.06,0
612,4,1,1,0.0,-0.32,-0.436,0.107,-0.067,1
613,52,25,4,17.067,-0.19,0.2,-0.028,-0.048,1
614,15,12,1,0.843,-0.32,0.243,0.04,-0.067,1
615,86,30,7,22.249,-0.242,0.452,-0.08,-0.058,1
616,6,6,2,2.925,-0.32,0.412,0.107,-0.034,1
617,10,5,2,3.231,-0.05,-0.436,0.007,-0.067,1
618,17,8,1,0.007,0.156,-0.136,0.018,0.004,1
619,28,16,2,5.715,-0.079,0.11,0.035,-0.003,1
620,45,27,10,27.854,0.129,-0.266,-0.038,-0.009,1
621,159,41,11,27.356,-0.074,-0.036,-0.01,-0.04,0
622,170,90,6,28.202,0.402,0.178,-0.132,-0.041,0
623,142,71,6,24.002,-0.064,0.263,-0.091,-0.062,0
624,22,5,3,7.883,-0.32,-0.436,0.221,0.07,1
625,39,14,6,7.897,-0.216,0.086,-0.022,-0.006,1
626,81,32,7,26.078,-0.17,0.255,-0.042,-0.033,1
627,17,9,1,0.028,-0.32,0.313,0.048,-0.056,1
628,31,12,2,1.018,-0.32,0.549,0.01,-0.054,1
629,110,30,8,20.376,-0.234,0.235,-0.016,-0.058,1
630,156,72,10,25.92,0.25,0.07,-0.092,0.015,0
631,155,56,8,23.027,0.689,0.008,-0.139,0.021,0
632,52,31,7,28.253,-0.035,-0.436,0.059,-0.036,0
633,4,2,1,0.003,-0.32,-0.436,0.107,-0.067,1
634,90,34,10,19.249,-0.125,-0.012,0.062,-0.003,0
636,42,16,4,7.9,-0.192,0.17,0.071,-0.048,0
637,22,13,2,20.853,-0.32,0.143,0.13,0.015,1
638,158,60,9,28.217,0.192,0.176,-0.093,-0.029,1
639,163,55,17,27.202,-0.08,-0.077,0.045,-0.012,0
640,11,9,2,0.933,-0.32,0.027,0.016,-0.067,1
641,38,15,3,26.75,0.531,-0.436,0.08,0.281,0
642,6,5,1,0.012,-0.32,-0.436,0.107,-0.067,1
643,19,15,1,0.051,-0.107,0.234,-0.104,-0.067,1
644,100,47,14,27.995,-0.064,-0.258,0.042,-0.057,0
645,115,41,11,25.804,-0.191,-0.17,0.124,0.069,0
646,12,6,1,0.298,-0.32,-0.436,0.107,-0.067,1
647,37,20,2,9.826,0.117,-0.023,-0.056,-0.008,0
648,115,46,6,26.998,0.055,-0.325,0.089,0.006,0
649,208,55,11,28.11,0.043,-0.056,0.022,0.004,0
650,10,8,3,8.101,-0.32,0.073,0.007,-0.067,1
651,14,9,2,3.006,-0.031,-0.436,-0.001,-0.067,1
652,20,14,1,0.079,-0.05,0.328,-0.094,-0.057,1
653,95,41,7,26.844,0.148,0.1,-0.073,-0.002,1
654,32,22,5,20.377,-0.151,0.121,-0.05,-0.061,1
655,181,63,13,27.204,-0.156,0.506,-0.112,-0.042,0
656,164,33,19,23.348,-0.254,-0.25,0.092,-0.018,1
657,74,38,7,28.332,-0.029,-0.195,-0.002,-0.04,0
658,45,20,3,11.259,-0.02,-0.266,0.029,-0.009,1
659,146,53,11,27.981,-0.283,-0.366,0.121,0.01,0
660,31,17,5,25.007,-0.059,-0.189,0.091,0.101,1
661,129,43,10,26.946,-0.069,0.038,-0.025,-0.042,0
662,7,5,2,4.184,-0.32,-0.436,0.107,-0.067,1
663,52,16,7,19.83,0.043,-0.24,0.03,0.041,1
664,8,6,2,8.773,-0.32,-0.118,0.044,-0.067,1
665,29,16,5,12.165,-0.274,0.091,-0.014,-0.067,1
666,37,18,3,23.824,-0.247,0.183,-0.029,-0.067,1
667,8,4,2,2.077,-0.32,-0.436,0.107,-0.067,1
668,132,47,10,28.087,-0.157,0.065,-0.026,-0.061,0
669,64,28,4,16.067,0.017,-0.237,0.005,-0.036,0
670,164,49,10,28.087,-0.197,0.2,-0.018,-0.054,0
671,82,27,8,12.215,-0.238,0.061,0.119,0.004,0
672,78,46,6,23.168,-0.182,0.151,-0.015,-0.029,0
673,268,91,13,28.301,0.017,0.238,-0.082,-0.04,0
674,32,16,3,15.77,-0.194,0.2,-0.003,0.046,0
675,139,64,12,26.173,-0.107,0.205,-0.016,-0.034,0
676,69,28,10,25.099,-0.222,0.044,-0.017,-0.061,0
677,132,51,16,28.256,-0.085,0.162,0.069,0.015,0
678,75,33,3,24.788,0.381,-0.368,0.06,0.075,0
679,127,51,11,20.867,0.158,0.045,-0.043,-0.007,1
680,97,40,8,25.033,0.292,-0.121,-0.059,-0.001,0
681,218,56,13,28.283,-0.11,0.346,-0.075,-0.055,0
682,4,3,1,0.001,-0.32,-0.436,0.107,-0.067,1
683,77,42,8,21.798,0.013,-0.337,0.022,-0.036,0
684,114,49,11,27.956,-0.273,-0.302,0.164,-0.057,0
685,6,5,1,0.019,-0.32,-0.436,0.19,-0.067,1
686,206,71,9,28.023,0.112,0.207,-0.093,-0.022,0
687,161,73,9,21.123,0.107,0.086,-0.089,-0.044,0
688,147,53,8,28.08,-0.008,-0.263,0.093,0.068,0
689,135,61,8,22.024,0.109,-0.021,-0.06,-0.041,0
690,232,65,15,28.085,0.255,-0.359,0.025,0.032,0
691,82,31,5,18.273,-0.09,0.154,-0.052,-0.053,1
692,23,12,4,11.912,0.442,-0.325,-0.046,-0.024,1
693,121,66,7,28.328,0.415,-0.373,-0.046,0.042,0
694,31,15,2,0.992,-0.016,0.221,-0.087,-0.054,1
695,146,48,11,28.207,0.132,0.087,-0.072,-0.026,0
696,57,31,5,10.268,-0.178,0.234,-0.06,-0.053,1
697,153,65,8,27.063,0.121,0.18,-0.073,-0.032,0
698,55,20,7,26.156,-0.271,0.212,0.007,-0.02,1
699,7,5,1,0.001,-0.32,-0.436,0.107,-0.067,1
700,61,44,5,27.224,-0.011,0.232,-0.107,0.018,1
701,64,34,7,23.373,-0.025,-0.197,-0.011,-0.058,0
702,134,57,5,25.034,0.253,-0.341,0.025,-0.012,0
703,36,15,3,2.178,-0.095,-0.012,0.009,0.011,1
704,32,15,2,4.739,0.228,0.2,-0.065,0.096,1
705,81,43,5,25.977,0.246,-0.027,-0.06,0.034,0
706,48,30,6,27.844,-0.208,-0.33,0.065,-0.055,0
707,5,5,1,0.024,-0.32,0.073,0.007,-0.067,1
708,14,11,1,0.038,-0.32,0.473,-0.072,-0.067,1
709,12,7,3,2.128,-0.32,0.2,0.023,0.317,1
710,46,19,9,25.723,-0.115,-0.104,-0.002,-0.006,0
711,42,18,6,25.77,0.547,-0.436,-0.108,0.009,0
712,63,34,9,27.084,0.001,-0.355,0.019,-0.0,0
713,7,5,2,3.75,-0.32,-0.072,0.25,0.162,1
714,93,41,5,17.928,-0.117,0.111,-0.012,-0.026,0
715,129,55,10,28.297,-0.017,0.077,-0.049,-0.038,1
716,84,45,7,21.024,0.161,-0.436,-0.001,-0.053,0
717,5,2,1,0.009,-0.32,-0.436,0.207,-0.027,1
718,134,54,10,26.139,0.394,-0.36,-0.02,-0.004,0
719,5,5,1,0.011,-0.32,-0.436,0.107,-0.067,1
720,5,5,1,0.015,-0.32,0.073,0.007,-0.067,0
721,10,6,2,1.235,-0.32,0.073,0.007,-0.067,1
722,198,48,12,25.71,-0.143,0.065,0.023,-0.002,0
723,33,12,3,1.981,0.007,-0.436,0.046,-0.043,1
724,177,73,8,23.181,0.046,0.211,-0.103,-0.058,0
725,7,5,2,5.863,-0.32,-0.436,0.178,-0.067,1
726,36,16,3,5.243,0.054,-0.082,-0.046,-0.062,0
727,35,14,6,20.077,0.181,-0.363,-0.079,-0.062,0
728,53,36,7,27.884,0.011,0.332,-0.111,-0.056,0
729,11,7,3,3.724,-0.32,-0.436,0.107,-0.067,1
730,118,34,9,25.847,-0.114,0.211,-0.055,-0.061,0
731,216,80,18,28.098,0.117,0.142,-0.093,-0.032,0
732,51,29,6,10.922,-0.056,0.213,-0.041,-0.036,0
733,26,12,2,1.207,-0.216,-0.142,0.068,-0.06,1
734,25,14,4,25.015,0.111,-0.334,0.027,-0.019,1
735,169,79,11,28.003,0.438,0.061,0.045,-0.016,0
736,145,62,14,27.109,-0.171,0.178,-0.045,-0.049,0
737,4,3,1,0.001,-0.32,-0.436,0.107,-0.067,1
738,86,47,5,17.942,0.041,0.186,-0.12,-0.058,1
739,30,14,2,1.754,-0.32,0.158,-0.01,-0.067,0
740,143,58,14,26.749,0.067,-0.062,0.023,-0.01,0
741,27,7,3,5.265,0.329,-0.247,-0.06,0.014,0
742,104,48,8,16.021,-0.048,0.151,-0.043,-0.029,0
743,140,80,7,28.137,0.075,0.2,-0.079,-0.009,0
744,44,24,5,23.067,0.017,-0.147,0.038,-0.003,1
745,41,12,3,8.892,0.075,-0.063,-0.077,-0.067,1
746,29,12,2,2.765,-0.041,-0.172,0.02,0.078,1
747,102,21,9,23.043,-0.294,-0.236,0.072,-0.057,0
748,120,54,11,28.621,-0.05,0.031,-0.052,-0.064,0
749,21,10,2,3.316,-0.063,0.049,0.011,0.133,1
750,292,69,21,28.126,-0.126,-0.314,0.055,-0.045,0
751,30,15,3,6.244,0.039,-0.012,-0.06,-0.067,1
752,25,14,3,14.754,0.543,-0.334,-0.114,0.053,1
753,6,5,1,0.707,-0.32,-0.012,0.023,-0.067,1
754,98,37,9,25.143,-0.251,-0.176,0.035,-0.065,1
755,125,33,7,19.73,0.111,-0.273,0.059,0.019,0
756,100,52,6,21.905,-0.212,0.506,-0.089,-0.045,1
757,305,83,16,27.895,0.095,-0.119,0.056,0.004,0
758,23,11,2,1.006,-0.32,0.117,0.085,0.046,1
759,8,5,3,7.0,-0.32,-0.118,0.044,-0.067,1
760,6,3,1,0.733,-0.32,0.412,-0.06,-0.067,1
761,41,26,2,7.964,-0.188,0.247,-0.003,0.055,1
762,26,7,1,0.129,-0.32,0.249,-0.009,-0.06,1
763,32,13,3,16.211,0.059,-0.277,-0.05,-0.067,1
764,33,15,1,0.123,-0.238,0.412,-0.06,-0.061,1
765,30,9,2,10.087,-0.32,-0.181,0.073,-0.054,1
766,146,53,9,19.196,0.096,0.07,-0.072,-0.044,0
767,116,49,6,21.757,0.075,-0.282,0.007,0.035,0
768,39,17,6,18.728,0.406,-0.37,-0.009,0.01,0
769,128,60,9,23.931,0.259,0.002,-0.077,-0.045,0
770,4,2,1,0.015,-0.32,-0.436,0.107,-0.067,1
771,50,31,5,12.054,-0.077,0.073,-0.034,0.061,1
772,38,24,10,18.992,-0.107,0.1,-0.025,-0.041,0
773,105,40,8,27.653,0.078,-0.096,0.021,0.065,0
774,123,50,4,22.022,0.118,0.247,-0.105,-0.009,0
775,112,46,9,27.221,-0.091,0.45,-0.103,-0.053,0
776,17,7,2,13.112,-0.32,0.013,0.018,-0.067,1
777,18,15,2,1.017,-0.245,0.271,-0.005,-0.023,1
778,56,24,4,21.18,0.089,-0.118,-0.045,-0.067,0
779,111,26,7,28.017,-0.004,-0.252,0.026,-0.028,0
780,128,70,10,23.655,0.059,0.141,-0.097,-0.059,0
781,7,5,1,0.098,-0.32,-0.436,0.178,-0.067,1
782,60,24,10,21.106,-0.32,-0.054,0.032,-0.067,0
783,4,4,1,0.006,-0.32,0.2,-0.018,-0.067,1
784,9,5,3,18.217,-0.02,-0.436,0.051,-0.067,1
785,61,34,7,20.851,-0.209,-0.019,0.008,-0.015,0
786,261,73,14,25.977,0.057,-0.017,-0.037,-0.03,0
787,115,54,9,25.012,0.348,0.272,-0.124,-0.001,0
788,9,7,1,0.001,-0.32,-0.436,0.162,-0.045,1
789,4,3,1,0.0,-0.32,-0.436,0.107,-0.067,1
790,5,2,2,1.971,-0.32,-0.436,0.107,-0.067,1
791,94,36,7,27.044,0.024,0.024,-0.058,-0.048,0
792,150,66,6,21.162,-0.131,0.345,-0.077,-0.045,0
793,12,6,2,10.642,-0.32,-0.012,0.023,-0.067,1
794,187,55,9,25.085,-0.082,0.027,0.01,-0.054,0
795,53,30,4,10.28,-0.142,0.188,-0.073,-0.067,0
796,240,95,16,28.167,0.186,-0.012,-0.025,-0.02,0
797,112,64,14,28.128,-0.007,0.087,-0.054,-0.035,0
798,103,55,4,21.908,0.387,-0.04,-0.088,-0.032,0
799,104,43,7,22.886,-0.164,0.396,-0.091,-0.058,0
800,117,57,13,24.195,-0.205,0.282,-0.065,-0.066,1
801,115,54,7,22.322,0.243,-0.347,-0.028,-0.043,0
802,51,21,7,18.735,-0.267,-0.236,0.067,-0.063,1
803,31,21,7,15.946,-0.19,0.057,-0.039,-0.067,0
804,70,31,5,12.234,-0.204,0.037,-0.001,-0.033,1
805,462,73,22,28.234,-0.11,-0.298,0.05,-0.038,0
806,36,10,4,5.959,-0.32,-0.365,0.176,-0.067,0
807,107,52,10,27.237,0.26,-0.055,-0.062,-0.017,0
808,171,69,8,23.963,0.263,0.174,-0.098,-0.025,0
809,59,24,10,21.34,-0.069,-0.004,0.013,0.011,1
810,43,22,5,17.057,0.119,-0.436,0.142,0.096,1
811,122,45,13,25.163,0.078,-0.311,0.004,-0.056,0
812,7,6,1,0.001,-0.32,-0.072,0.25,0.219,1
813,37,28,4,25.904,-0.32,0.458,-0.069,-0.067,1
814,25,15,3,13.181,-0.32,0.175,0.007,0.005,1
815,140,33,18,25.246,-0.079,0.019,0.039,-0.001,0
816,19,8,1,0.165,0.106,-0.168,-0.051,-0.067,1
817,39,20,5,13.976,0.06,-0.37,0.081,0.082,1
818,67,23,12,13.015,-0.199,0.286,-0.005,-0.055,0
819,124,68,4,21.589,0.126,0.098,-0.075,-0.028,0
820,8,7,2,15.042,-0.32,-0.436,0.107,-0.067,1
821,50,29,6,18.172,-0.239,0.328,-0.074,-0.067,1
822,5,5,1,0.039,-0.32,0.073,0.007,-0.067,1
823,13,7,1,0.016,-0.32,0.347,0.338,0.164,1
824,240,95,12,28.185,0.202,0.073,-0.089,-0.032,0
825,35,16,5,13.063,0.142,-0.29,0.05,0.03,0
826,172,68,12,28.247,0.119,0.052,-0.013,0.35,0
827,7,5,1,0.077,-0.32,0.291,-0.036,-0.067,1
828,127,61,14,25.162,-0.193,0.025,-0.008,-0.052,0
829,9,7,2,12.894,-0.32,-0.436,0.218,0.133,1
830,6,5,2,5.059,-0.32,0.412,0.023,-0.0,1
831,74,23,4,22.941,0.299,-0.367,-0.083,-0.046,1
832,102,58,6,25.755,-0.122,0.263,-0.075,-0.038,0
833,133,23,6,21.943,-0.259,-0.034,0.035,-0.028,1
834,51,20,8,7.917,-0.188,-0.136,0.009,-0.063,1
835,77,29,7,12.203,-0.005,0.159,-0.082,-0.067,1
836,120,39,15,28.009,-0.151,0.031,-0.027,-0.049,0
837,142,50,5,23.082,-0.092,0.066,0.022,-0.022,0
838,158,45,16,28.162,-0.235,0.337,-0.042,-0.047,0
839,125,45,8,25.181,-0.072,-0.008,0.063,0.026,0
840,120,54,10,25.107,-0.174,0.455,-0.098,-0.062,0
841,53,43,5,22.885,0.087,0.332,-0.073,0.016,0
842,161,50,13,27.223,0.04,-0.372,0.11,-0.034,0
843,124,55,9,28.043,-0.168,-0.046,0.03,-0.058,0
844,59,30,5,17.958,-0.023,0.039,-0.055,-0.04,0
845,95,44,8,21.695,0.233,-0.436,0.028,-0.019,0
846,11,9,2,3.951,-0.32,-0.204,0.061,-0.067,1
847,63,26,5,27.026,0.172,-0.234,-0.02,-0.042,0
848,4,3,1,0.002,-0.32,0.2,-0.018,-0.067,1
849,38,18,4,7.236,-0.107,-0.034,0.028,-0.009,0
850,83,41,5,27.027,0.216,-0.344,-0.002,-0.036,0
851,74,25,8,28.184,0.117,-0.436,-0.002,0.06,0
852,154,49,15,27.945,-0.119,0.06,0.061,-0.04,0
853,26,10,2,0.924,0.147,-0.436,0.01,-0.052,1
854,224,74,17,27.754,-0.061,0.178,-0.059,-0.061,1
855,46,23,5,19.103,0.061,-0.27,-0.002,-0.024,0
856,9,9,2,25.023,0.279,-0.436,-0.005,-0.067,0
